x1,x2,x3,y
13.028480223504792,3.9550540133538377,2.229187191114494,33.26352144935272
11.741287142826174,2.66843573747707,-3.673022099388405,24.568035128258025
12.099349319248875,5.717775546341738,-2.2511428066502255,15.825214060784829
12.20765023167763,11.759188202435242,-1.7553817770378342,-7.177314429214995
14.140353891329609,2.5024368556400938,4.999974608392938,46.84109160087093
5.160360196588819,11.241096784637522,-4.506638498357673,-27.675435944121844
9.36289273853248,10.760154629642448,0.3092286433081616,-6.576775114283901
7.147516930052168,5.070838677175623,3.803307787225619,16.931391633434043
11.037357659789526,11.537746483155617,-4.995636009475285,-15.049736600204163
11.565717085898232,7.7068488498153025,-4.209119540106339,3.0104821432929576
13.894354550405975,7.145737932684778,4.853328108246766,27.388925240120006
13.169338196174248,7.364486439770474,2.8354461724515803,21.06920284176657
6.901215630579994,9.638513589980402,2.897154785618473,-3.5861366693583676
7.421080807273208,11.17700917751241,4.538763285191923,-5.485560778521162
9.134376212221424,8.78339527456871,1.4316858755171948,2.779394008209673
14.617415445176878,2.6152622637630447,4.434400707049208,46.56441083057859
5.731930930356884,7.428916811184552,-2.618781022187447,-7.599645758783399
8.9975139577075,3.0620443163065074,2.0719115887219126,26.47504848874216
13.81903450958058,7.932973598256577,4.7491061847040275,23.864083013392396
11.363978574799386,5.489712825628763,-4.66451596364985,10.554966399913686
14.3770345480807,6.374777299030387,4.856847182602143,31.685802102764058
10.160725248900976,8.828087722393628,-3.3564479106193748,-3.4521440064369457
14.317321068135175,4.993797080693488,4.919080439074421,37.172459137897945
7.027724442042671,5.107565810218294,3.3881648104072686,15.737744522966583
5.349713500293735,9.991274421995984,-4.018453348575821,-21.324029964686076
12.622660918550729,9.868517331083407,0.2813029100335186,5.0889282101035285
10.808793970183292,5.825781744708267,-4.913036049349349,7.375393057796332
10.00901665110363,7.5473555416787566,-2.7578225464841273,2.3690388773726205
12.421321521510283,6.553279072074109,-0.7227050360014932,16.039318450676582
11.181185387418575,9.930126590450223,-4.914118287010246,-8.1129558098729
9.153470245095374,8.276709090425292,1.3399577328277514,4.688763170127219
7.8233201005844135,7.717240403093532,4.997649860053762,10.185108387183679
5.841435363373643,10.722546387946613,-2.137610383245713,-19.634295833194628
9.204608143211585,4.499328119118017,1.0919767222746142,19.4797659816512
9.751139112619143,10.597380365864222,-1.6029919310037513,-8.397059157715784
8.474731291934184,2.561118809661967,4.067213251879005,30.763336844569803
10.675806440736991,4.194925368775684,-4.746542100636477,13.866038845594083
12.354542815747964,3.1988792593472497,-1.0512359709103998,28.698615254342187
13.141686787729736,3.1546538102790493,2.7205004687782157,37.63250257200893
11.670903149544287,3.292026813886802,-3.9025070197523086,21.484637982759356
13.460902272380629,6.632108829129349,3.899580194469024,26.643064714478417
9.436520404672455,9.616317289024934,-0.05871087026905832,-2.4796477109029027
14.35516485985802,9.121850263067984,4.881662033133577,20.68750275701355
10.723771780849061,9.866957483448758,-4.816442728801864,-8.82799739351573
7.211348702461326,7.828055710479802,4.0026030240497095,6.420834357523582
14.985120374302367,7.5531978181647625,3.307596541185482,25.703683437230733
10.32947894787474,9.769654237261154,-3.9312021192278195,-7.831083393967841
6.086352836222309,8.839609559417772,-0.9778197499469855,-9.402631697019888
6.363516592584837,7.645167050349316,0.40122457717519766,-1.4496724810198138
12.093502793772261,8.949152442887964,-2.27720638704635,2.838175716195366
8.34618475262419,8.665145939411524,4.406469367374818,6.636522985189052
8.910644121555613,5.959609266184046,2.4589042547172872,15.364200897643967
12.301357261421579,9.441368725838029,-1.3096107747305572,3.13061885568683
14.109476883243179,7.406167113612054,4.9980832742060075,27.145573647230542
11.99230711640304,7.171631213840686,-2.715243235053786,8.906805112548042
13.162442587265952,6.6911062439515625,2.8069809251736517,23.694247157671203
14.751763780359989,7.507661762706616,4.08502993785951,26.701816288220627
7.293298784000686,11.400326577551278,4.234460965147464,-7.24602961293796
10.306523431713366,8.967186208199612,-3.8592491652531247,-4.549084750970657
11.836506229750334,8.618178039533664,-3.3338428587678615,1.6176362704590304
5.494407927778546,9.396632991608003,-3.547461029661138,-17.735942000375694
14.628048954246609,9.293141549515882,4.409587086323837,19.8348129429359
11.557025882488713,4.594161524480486,-4.232415757290601,15.397570245176755
